file,rows,date,stations,first_timestamp,last_timestamp
d11_text_station_5min_2020_10_05.txt,396864,2020-10-05,1378,10/05/2020 00:00:00,10/05/2020 23:55:00
d11_text_station_5min_2020_10_06.txt,396864,2020-10-06,1378,10/06/2020 00:00:00,10/06/2020 23:55:00
d11_text_station_5min_2020_10_07.txt,396864,2020-10-07,1378,10/07/2020 00:00:00,10/07/2020 23:55:00
d11_text_station_5min_2020_10_08.txt,396864,2020-10-08,1378,10/08/2020 00:00:00,10/08/2020 23:55:00
d11_text_station_5min_2020_10_09.txt,396864,2020-10-09,1378,10/09/2020 00:00:00,10/09/2020 23:55:00
d11_text_station_5min_2020_10_10.txt,396864,2020-10-10,1378,10/10/2020 00:00:00,10/10/2020 23:55:00
d11_text_station_5min_2020_10_11.txt,396864,2020-10-11,1378,10/11/2020 00:00:00,10/11/2020 23:55:00
